event_id,load_id,trip_id,event_type,facility_id,scheduled_datetime,actual_datetime,detention_minutes,on_time_flag,location_city,location_state
EVT00000523,LOAD00000262,TRIP00000262,Pickup,FAC00033,"2022-01-04 09:00:00.000000","2022-01-04 10:44:19.482445",159,True,"Las Vegas",NV
EVT00000524,LOAD00000262,TRIP00000262,Delivery,FAC00012,"2022-01-05 13:02:19.482445","2022-01-05 12:54:20.649965",145,True,"Kansas City",MO
EVT00000525,LOAD00000263,TRIP00000263,Pickup,FAC00035,"2022-01-04 08:00:00.000000","2022-01-04 08:30:35.717441",174,True,Minneapolis,MN
EVT00000526,LOAD00000263,TRIP00000263,Delivery,FAC00026,"2022-01-05 19:30:35.717441","2022-01-05 22:49:48.785320",67,False,"Los Angeles",CA
EVT00000527,LOAD00000264,TRIP00000264,Pickup,FAC00039,"2022-01-04 10:00:00.000000","2022-01-04 10:15:58.941473",163,True,Chicago,IL
EVT00000528,LOAD00000264,TRIP00000264,Delivery,FAC00010,"2022-01-05 20:03:58.941473","2022-01-05 17:40:11.778005",179,False,"Los Angeles",CA
EVT00000529,LOAD00000265,TRIP00000265,Pickup,FAC00031,"2022-01-04 09:00:00.000000","2022-01-04 07:55:51.067613",24,True,Charlotte,NC
EVT00000530,LOAD00000265,TRIP00000265,Delivery,FAC00043,"2022-01-06 04:07:51.067613","2022-01-06 03:10:55.087557",205,True,Seattle,WA
EVT00000531,LOAD00000266,TRIP00000266,Pickup,FAC00030,"2022-01-04 07:00:00.000000","2022-01-04 05:50:38.181156",155,True,"Kansas City",MO
EVT00000532,LOAD00000266,TRIP00000266,Delivery,FAC00015,"2022-01-04 15:38:38.181156","2022-01-04 14:54:09.324612",131,True,Indianapolis,IN
EVT00000533,LOAD00000267,TRIP00000267,Pickup,FAC00037,"2022-01-04 15:00:00.000000","2022-01-04 15:24:14.083473",153,True,Houston,TX
EVT00000534,LOAD00000267,TRIP00000267,Delivery,FAC00040,"2022-01-06 04:06:14.083473","2022-01-06 07:05:45.563124",9,False,Seattle,WA
EVT00000535,LOAD00000268,TRIP00000268,Pickup,FAC00048,"2022-01-04 11:00:00.000000","2022-01-04 11:18:19.852894",117,True,"Kansas City",MO
EVT00000536,LOAD00000268,TRIP00000268,Delivery,FAC00033,"2022-01-05 11:00:19.852894","2022-01-05 10:25:38.524220",210,True,Miami,FL
EVT00000537,LOAD00000269,TRIP00000269,Pickup,FAC00010,"2022-01-04 18:00:00.000000","2022-01-04 17:41:52.666342",17,True,Seattle,WA
EVT00000538,LOAD00000269,TRIP00000269,Delivery,FAC00035,"2022-01-06 11:23:52.666342","2022-01-06 11:59:03.268526",81,True,Indianapolis,IN
EVT00000539,LOAD00000270,TRIP00000270,Pickup,FAC00002,"2022-01-04 09:00:00.000000","2022-01-04 12:42:44.597415",3,False,Atlanta,GA
EVT00000540,LOAD00000270,TRIP00000270,Delivery,FAC00022,"2022-01-04 23:06:44.597415","2022-01-05 00:18:11.969260",72,True,Chicago,IL
EVT00000541,LOAD00000271,TRIP00000271,Pickup,FAC00048,"2022-01-04 11:00:00.000000","2022-01-04 11:42:28.375759",179,True,Dallas,TX
EVT00000542,LOAD00000271,TRIP00000271,Delivery,FAC00006,"2022-01-05 02:42:28.375759","2022-01-05 06:12:44.706057",43,False,Indianapolis,IN
EVT00000543,LOAD00000272,TRIP00000272,Pickup,FAC00034,"2022-01-04 07:00:00.000000","2022-01-04 06:01:42.619431",85,True,Memphis,TN
EVT00000544,LOAD00000272,TRIP00000272,Delivery,FAC00041,"2022-01-05 12:31:42.619431","2022-01-05 14:50:05.823001",54,False,"Los Angeles",CA
EVT00000545,LOAD00000273,TRIP00000273,Pickup,FAC00028,"2022-01-04 09:00:00.000000","2022-01-04 11:05:33.384468",29,False,Philadelphia,PA
EVT00000546,LOAD00000273,TRIP00000273,Delivery,FAC00027,"2022-01-04 12:59:33.384468","2022-01-04 11:31:57.476077",109,True,"New York",NY
EVT00000547,LOAD00000274,TRIP00000274,Pickup,FAC00010,"2022-01-04 08:00:00.000000","2022-01-04 07:06:38.069717",91,True,"Kansas City",MO
EVT00000548,LOAD00000274,TRIP00000274,Delivery,FAC00011,"2022-01-04 15:42:38.069717","2022-01-04 21:06:08.171325",129,False,Indianapolis,IN
EVT00000549,LOAD00000275,TRIP00000275,Pickup,FAC00001,"2022-01-04 06:00:00.000000","2022-01-04 08:06:25.763465",97,False,Dallas,TX
EVT00000550,LOAD00000275,TRIP00000275,Delivery,FAC00040,"2022-01-04 21:30:25.763465","2022-01-04 21:06:25.792493",9,True,Denver,CO
EVT00000551,LOAD00000276,TRIP00000276,Pickup,FAC00018,"2022-01-04 12:00:00.000000","2022-01-04 10:11:17.412076",47,True,Detroit,MI
EVT00000552,LOAD00000276,TRIP00000276,Delivery,FAC00016,"2022-01-05 09:35:17.412076","2022-01-05 15:18:59.113722",0,False,Houston,TX
EVT00000553,LOAD00000277,TRIP00000277,Pickup,FAC00002,"2022-01-04 17:00:00.000000","2022-01-04 20:19:19.749408",105,False,Columbus,OH
EVT00000554,LOAD00000277,TRIP00000277,Delivery,FAC00030,"2022-01-05 10:19:19.749408","2022-01-05 10:43:36.071481",214,True,"Kansas City",MO
EVT00000555,LOAD00000278,TRIP00000278,Pickup,FAC00022,"2022-01-04 13:00:00.000000","2022-01-04 12:50:10.963744",176,True,Miami,FL
EVT00000556,LOAD00000278,TRIP00000278,Delivery,FAC00019,"2022-01-06 02:08:10.963744","2022-01-06 04:28:34.277525",112,False,Denver,CO
EVT00000557,LOAD00000279,TRIP00000279,Pickup,FAC00006,"2022-01-04 10:00:00.000000","2022-01-04 11:20:15.040870",66,True,Dallas,TX
EVT00000558,LOAD00000279,TRIP00000279,Delivery,FAC00030,"2022-01-05 01:44:15.040870","2022-01-05 06:01:41.093530",74,False,Indianapolis,IN
EVT00000559,LOAD00000280,TRIP00000280,Pickup,FAC00007,"2022-01-04 13:00:00.000000","2022-01-04 15:07:28.296446",57,False,Denver,CO
EVT00000560,LOAD00000280,TRIP00000280,Delivery,FAC00041,"2022-01-05 01:49:28.296446","2022-01-05 01:15:24.491391",167,True,"Kansas City",MO
EVT00000561,LOAD00000281,TRIP00000281,Pickup,FAC00033,"2022-01-04 18:00:00.000000","2022-01-04 18:45:51.284701",146,True,Seattle,WA
EVT00000562,LOAD00000281,TRIP00000281,Delivery,FAC00039,"2022-01-06 05:57:51.284701","2022-01-06 09:40:37.580890",7,False,Indianapolis,IN
EVT00000563,LOAD00000282,TRIP00000282,Pickup,FAC00033,"2022-01-04 10:00:00.000000","2022-01-04 09:15:04.829422",79,True,"New York",NY
EVT00000564,LOAD00000282,TRIP00000282,Delivery,FAC00030,"2022-01-04 20:21:04.829422","2022-01-04 18:02:51.165242",120,False,Columbus,OH
EVT00000565,LOAD00000283,TRIP00000283,Pickup,FAC00046,"2022-01-04 12:00:00.000000","2022-01-04 13:24:42.085703",49,True,Miami,FL
EVT00000566,LOAD00000283,TRIP00000283,Delivery,FAC00028,"2022-01-05 19:48:42.085703","2022-01-05 16:54:18.583368",20,False,Denver,CO
EVT00000567,LOAD00000284,TRIP00000284,Pickup,FAC00032,"2022-01-04 08:00:00.000000","2022-01-04 09:28:50.632420",173,True,Miami,FL
EVT00000568,LOAD00000284,TRIP00000284,Delivery,FAC00044,"2022-01-05 05:40:50.632420","2022-01-05 06:21:29.148115",235,True,Dallas,TX
EVT00000569,LOAD00000285,TRIP00000285,Pickup,FAC00040,"2022-01-04 18:00:00.000000","2022-01-04 20:48:12.233709",0,False,Houston,TX
EVT00000570,LOAD00000285,TRIP00000285,Delivery,FAC00007,"2022-01-05 22:12:12.233709","2022-01-05 23:54:35.547204",57,True,Detroit,MI
EVT00000571,LOAD00000286,TRIP00000286,Pickup,FAC00015,"2022-01-04 06:00:00.000000","2022-01-04 06:51:21.844971",169,True,Columbus,OH
EVT00000572,LOAD00000286,TRIP00000286,Delivery,FAC00045,"2022-01-06 02:21:21.844971","2022-01-06 07:59:28.746775",98,False,Portland,OR
EVT00000573,LOAD00000287,TRIP00000287,Pickup,FAC00039,"2022-01-04 09:00:00.000000","2022-01-04 09:18:22.810118",66,True,"Las Vegas",NV
EVT00000574,LOAD00000287,TRIP00000287,Delivery,FAC00002,"2022-01-05 06:24:22.810118","2022-01-05 05:37:19.245158",102,True,"Kansas City",MO
EVT00000575,LOAD00000288,TRIP00000288,Pickup,FAC00028,"2022-01-04 10:00:00.000000","2022-01-04 12:01:48.385170",72,False,Denver,CO
EVT00000576,LOAD00000288,TRIP00000288,Delivery,FAC00022,"2022-01-04 22:25:48.385170","2022-01-05 00:18:34.298412",0,True,"Kansas City",MO
EVT00000577,LOAD00000289,TRIP00000289,Pickup,FAC00030,"2022-01-04 17:00:00.000000","2022-01-04 18:04:01.907287",144,True,Miami,FL
EVT00000578,LOAD00000289,TRIP00000289,Delivery,FAC00017,"2022-01-06 23:22:01.907287","2022-01-07 05:08:10.964545",201,False,Seattle,WA
EVT00000579,LOAD00000290,TRIP00000290,Pickup,FAC00005,"2022-01-04 14:00:00.000000","2022-01-04 15:52:29.427661",110,True,Memphis,TN
EVT00000580,LOAD00000290,TRIP00000290,Delivery,FAC00011,"2022-01-06 05:04:29.427661","2022-01-06 10:24:00.591651",63,False,"Los Angeles",CA
EVT00000581,LOAD00000291,TRIP00000291,Pickup,FAC00044,"2022-01-05 06:00:00.000000","2022-01-05 06:10:00.364144",0,True,Columbus,OH
EVT00000582,LOAD00000291,TRIP00000291,Delivery,FAC00038,"2022-01-05 15:52:00.364144","2022-01-05 18:53:26.634033",0,False,Philadelphia,PA
EVT00000583,LOAD00000292,TRIP00000292,Pickup,FAC00010,"2022-01-05 10:00:00.000000","2022-01-05 10:47:21.272842",0,True,Columbus,OH
EVT00000584,LOAD00000292,TRIP00000292,Delivery,FAC00024,"2022-01-05 23:17:21.272842","2022-01-05 21:09:34.053127",82,False,Minneapolis,MN
EVT00000585,LOAD00000293,TRIP00000293,Pickup,FAC00022,"2022-01-05 08:00:00.000000","2022-01-05 10:17:27.183149",155,False,Charlotte,NC
EVT00000586,LOAD00000293,TRIP00000293,Delivery,FAC00026,"2022-01-07 05:59:27.183149","2022-01-07 04:12:43.398094",135,True,Portland,OR
EVT00000587,LOAD00000294,TRIP00000294,Pickup,FAC00019,"2022-01-05 13:00:00.000000","2022-01-05 12:32:06.572111",16,True,Seattle,WA
EVT00000588,LOAD00000294,TRIP00000294,Delivery,FAC00047,"2022-01-07 05:32:06.572111","2022-01-07 03:14:20.415066",80,False,Indianapolis,IN
EVT00000589,LOAD00000295,TRIP00000295,Pickup,FAC00015,"2022-01-05 09:00:00.000000","2022-01-05 11:10:13.918849",71,False,"New York",NY
EVT00000590,LOAD00000295,TRIP00000295,Delivery,FAC00035,"2022-01-05 12:46:13.918849","2022-01-05 12:11:01.403304",0,True,Philadelphia,PA
EVT00000591,LOAD00000296,TRIP00000296,Pickup,FAC00022,"2022-01-05 10:00:00.000000","2022-01-05 10:35:09.958645",94,True,Philadelphia,PA
EVT00000592,LOAD00000296,TRIP00000296,Delivery,FAC00023,"2022-01-06 06:59:09.958645","2022-01-06 06:48:21.309103",123,True,Minneapolis,MN
EVT00000593,LOAD00000297,TRIP00000297,Pickup,FAC00007,"2022-01-05 15:00:00.000000","2022-01-05 17:13:40.580452",74,False,Seattle,WA
EVT00000594,LOAD00000297,TRIP00000297,Delivery,FAC00010,"2022-01-07 19:43:40.580452","2022-01-07 19:50:59.051782",163,True,Charlotte,NC
EVT00000595,LOAD00000298,TRIP00000298,Pickup,FAC00031,"2022-01-05 18:00:00.000000","2022-01-05 21:32:37.786390",52,False,"New York",NY
EVT00000596,LOAD00000298,TRIP00000298,Delivery,FAC00009,"2022-01-06 06:50:37.786390","2022-01-06 08:42:38.083288",148,True,Columbus,OH
EVT00000597,LOAD00000299,TRIP00000299,Pickup,FAC00043,"2022-01-05 12:00:00.000000","2022-01-05 14:33:20.625769",151,False,"Kansas City",MO
EVT00000598,LOAD00000299,TRIP00000299,Delivery,FAC00031,"2022-01-06 21:21:20.625769","2022-01-06 23:46:46.526798",158,False,"Los Angeles",CA
EVT00000599,LOAD00000300,TRIP00000300,Pickup,FAC00038,"2022-01-05 18:00:00.000000","2022-01-05 17:41:16.757546",90,True,"Kansas City",MO
EVT00000600,LOAD00000300,TRIP00000300,Delivery,FAC00038,"2022-01-06 06:47:16.757546","2022-01-06 06:16:02.143993",232,True,Atlanta,GA
EVT00000601,LOAD00000301,TRIP00000301,Pickup,FAC00023,"2022-01-05 06:00:00.000000","2022-01-05 09:40:18.021831",7,False,Miami,FL
EVT00000602,LOAD00000301,TRIP00000301,Delivery,FAC00050,"2022-01-06 20:16:18.021831","2022-01-06 22:20:41.669640",90,False,Denver,CO
EVT00000603,LOAD00000302,TRIP00000302,Pickup,FAC00030,"2022-01-05 18:00:00.000000","2022-01-05 21:54:58.959978",23,False,Charlotte,NC
EVT00000604,LOAD00000302,TRIP00000302,Delivery,FAC00029,"2022-01-07 21:12:58.959978","2022-01-08 02:53:28.031417",3,False,Seattle,WA
EVT00000605,LOAD00000303,TRIP00000303,Pickup,FAC00029,"2022-01-05 17:00:00.000000","2022-01-05 17:57:18.779539",116,True,Dallas,TX
EVT00000606,LOAD00000303,TRIP00000303,Delivery,FAC00021,"2022-01-06 09:51:18.779539","2022-01-06 10:27:19.114273",193,True,Denver,CO
EVT00000607,LOAD00000304,TRIP00000304,Pickup,FAC00027,"2022-01-05 16:00:00.000000","2022-01-05 19:28:45.157031",0,False,Minneapolis,MN
EVT00000608,LOAD00000304,TRIP00000304,Delivery,FAC00009,"2022-01-06 13:40:45.157031","2022-01-06 10:48:51.153827",227,False,Atlanta,GA
EVT00000609,LOAD00000305,TRIP00000305,Pickup,FAC00048,"2022-01-05 11:00:00.000000","2022-01-05 13:37:47.755321",46,False,Chicago,IL
EVT00000610,LOAD00000305,TRIP00000305,Delivery,FAC00031,"2022-01-06 21:13:47.755321","2022-01-06 20:59:52.849013",0,True,"Los Angeles",CA
EVT00000611,LOAD00000306,TRIP00000306,Pickup,FAC00045,"2022-01-05 17:00:00.000000","2022-01-05 20:02:22.158632",63,False,Seattle,WA
EVT00000612,LOAD00000306,TRIP00000306,Delivery,FAC00020,"2022-01-07 04:44:22.158632","2022-01-07 03:07:35.968721",86,True,Indianapolis,IN
EVT00000613,LOAD00000307,TRIP00000307,Pickup,FAC00035,"2022-01-05 15:00:00.000000","2022-01-05 17:54:24.611060",64,False,"Kansas City",MO
EVT00000614,LOAD00000307,TRIP00000307,Delivery,FAC00021,"2022-01-06 09:48:24.611060","2022-01-06 12:12:21.305918",166,False,Charlotte,NC
EVT00000615,LOAD00000308,TRIP00000308,Pickup,FAC00009,"2022-01-05 16:00:00.000000","2022-01-05 18:02:21.859491",46,False,Charlotte,NC
EVT00000616,LOAD00000308,TRIP00000308,Delivery,FAC00042,"2022-01-06 05:56:21.859491","2022-01-06 05:53:26.699727",115,True,Memphis,TN
EVT00000617,LOAD00000309,TRIP00000309,Pickup,FAC00014,"2022-01-05 07:00:00.000000","2022-01-05 07:05:34.839961",166,True,Columbus,OH
EVT00000618,LOAD00000309,TRIP00000309,Delivery,FAC00027,"2022-01-05 19:41:34.839961","2022-01-05 21:12:11.196236",238,True,Minneapolis,MN
EVT00000619,LOAD00000310,TRIP00000310,Pickup,FAC00032,"2022-01-05 08:00:00.000000","2022-01-05 07:42:12.063570",0,True,Denver,CO
EVT00000620,LOAD00000310,TRIP00000310,Delivery,FAC00048,"2022-01-05 18:48:12.063570","2022-01-05 23:28:09.339628",153,False,"Kansas City",MO
EVT00000621,LOAD00000311,TRIP00000311,Pickup,FAC00027,"2022-01-05 18:00:00.000000","2022-01-05 19:26:17.678421",0,True,"Kansas City",MO
EVT00000622,LOAD00000311,TRIP00000311,Delivery,FAC00038,"2022-01-06 22:56:17.678421","2022-01-07 04:09:23.909578",13,False,Miami,FL
EVT00000623,LOAD00000312,TRIP00000312,Pickup,FAC00012,"2022-01-05 10:00:00.000000","2022-01-05 13:06:09.126039",107,False,Philadelphia,PA
EVT00000624,LOAD00000312,TRIP00000312,Delivery,FAC00020,"2022-01-06 09:36:09.126039","2022-01-06 09:06:26.565540",202,True,Minneapolis,MN
EVT00000625,LOAD00000313,TRIP00000313,Pickup,FAC00038,"2022-01-05 13:00:00.000000","2022-01-05 13:41:52.751028",152,True,"Las Vegas",NV
EVT00000626,LOAD00000313,TRIP00000313,Delivery,FAC00020,"2022-01-05 18:05:52.751028","2022-01-05 19:27:11.747211",0,True,"Los Angeles",CA
EVT00000627,LOAD00000314,TRIP00000314,Pickup,FAC00026,"2022-01-05 09:00:00.000000","2022-01-05 11:14:18.297361",121,False,Memphis,TN
EVT00000628,LOAD00000314,TRIP00000314,Delivery,FAC00007,"2022-01-06 20:02:18.297361","2022-01-06 21:57:39.157340",0,True,"Los Angeles",CA
EVT00000629,LOAD00000315,TRIP00000315,Pickup,FAC00002,"2022-01-05 17:00:00.000000","2022-01-05 18:33:23.518572",153,True,"Kansas City",MO
EVT00000630,LOAD00000315,TRIP00000315,Delivery,FAC00017,"2022-01-06 10:39:23.518572","2022-01-06 09:41:51.141515",165,True,Atlanta,GA
EVT00000631,LOAD00000316,TRIP00000316,Pickup,FAC00010,"2022-01-05 11:00:00.000000","2022-01-05 11:33:46.884993",127,True,Atlanta,GA
EVT00000632,LOAD00000316,TRIP00000316,Delivery,FAC00026,"2022-01-05 23:51:46.884993","2022-01-05 23:14:41.652030",80,True,Chicago,IL
EVT00000633,LOAD00000317,TRIP00000317,Pickup,FAC00008,"2022-01-05 12:00:00.000000","2022-01-05 11:32:19.443185",83,True,"Las Vegas",NV
EVT00000634,LOAD00000317,TRIP00000317,Delivery,FAC00034,"2022-01-07 08:38:19.443185","2022-01-07 07:59:18.663436",96,True,"New York",NY
EVT00000635,LOAD00000318,TRIP00000318,Pickup,FAC00046,"2022-01-05 12:00:00.000000","2022-01-05 13:02:58.276001",78,True,Dallas,TX
EVT00000636,LOAD00000318,TRIP00000318,Delivery,FAC00020,"2022-01-06 07:44:58.276001","2022-01-06 13:07:42.474781",225,False,Indianapolis,IN
EVT00000637,LOAD00000319,TRIP00000319,Pickup,FAC00018,"2022-01-05 16:00:00.000000","2022-01-05 19:45:28.982685",123,False,Charlotte,NC
EVT00000638,LOAD00000319,TRIP00000319,Delivery,FAC00038,"2022-01-07 15:09:28.982685","2022-01-07 13:11:28.336992",168,True,Portland,OR
EVT00000639,LOAD00000320,TRIP00000320,Pickup,FAC00017,"2022-01-05 07:00:00.000000","2022-01-05 07:41:33.571473",60,True,Portland,OR
EVT00000640,LOAD00000320,TRIP00000320,Delivery,FAC00035,"2022-01-06 23:11:33.571473","2022-01-07 05:05:08.674612",148,False,Detroit,MI
EVT00000641,LOAD00000321,TRIP00000321,Pickup,FAC00008,"2022-01-05 12:00:00.000000","2022-01-05 13:30:30.990116",52,True,Chicago,IL
EVT00000642,LOAD00000321,TRIP00000321,Delivery,FAC00010,"2022-01-06 18:42:30.990116","2022-01-06 15:50:55.357538",19,False,"Las Vegas",NV
EVT00000643,LOAD00000322,TRIP00000322,Pickup,FAC00045,"2022-01-05 16:00:00.000000","2022-01-05 14:24:41.181625",0,True,Portland,OR
EVT00000644,LOAD00000322,TRIP00000322,Delivery,FAC00008,"2022-01-07 05:30:41.181625","2022-01-07 06:16:51.864570",20,True,Columbus,OH
EVT00000645,LOAD00000323,TRIP00000323,Pickup,FAC00037,"2022-01-05 13:00:00.000000","2022-01-05 13:21:46.543202",107,True,Philadelphia,PA
EVT00000646,LOAD00000323,TRIP00000323,Delivery,FAC00011,"2022-01-06 10:09:46.543202","2022-01-06 13:10:40.442104",142,False,Minneapolis,MN
EVT00000647,LOAD00000324,TRIP00000324,Pickup,FAC00040,"2022-01-05 10:00:00.000000","2022-01-05 10:02:22.126015",157,True,Chicago,IL
EVT00000648,LOAD00000324,TRIP00000324,Delivery,FAC00001,"2022-01-06 19:44:22.126015","2022-01-07 00:29:23.906912",154,False,"Las Vegas",NV
EVT00000649,LOAD00000325,TRIP00000325,Pickup,FAC00004,"2022-01-05 10:00:00.000000","2022-01-05 12:36:21.225148",0,False,Miami,FL
EVT00000650,LOAD00000325,TRIP00000325,Delivery,FAC00028,"2022-01-06 09:12:21.225148","2022-01-06 06:48:51.638819",211,False,Philadelphia,PA
EVT00000651,LOAD00000326,TRIP00000326,Pickup,FAC00024,"2022-01-05 07:00:00.000000","2022-01-05 07:00:47.160443",41,True,Minneapolis,MN
EVT00000652,LOAD00000326,TRIP00000326,Delivery,FAC00030,"2022-01-06 03:24:47.160443","2022-01-06 06:55:21.896134",170,False,Houston,TX
EVT00000653,LOAD00000327,TRIP00000327,Pickup,FAC00016,"2022-01-05 15:00:00.000000","2022-01-05 17:24:07.522164",28,False,Portland,OR
EVT00000654,LOAD00000327,TRIP00000327,Delivery,FAC00049,"2022-01-05 20:00:07.522164","2022-01-05 20:43:24.813445",204,True,Seattle,WA
EVT00000655,LOAD00000328,TRIP00000328,Pickup,FAC00031,"2022-01-05 09:00:00.000000","2022-01-05 08:48:38.392379",167,True,Miami,FL
EVT00000656,LOAD00000328,TRIP00000328,Delivery,FAC00015,"2022-01-06 07:42:38.392379","2022-01-06 08:00:21.169364",234,True,Philadelphia,PA
EVT00000657,LOAD00000329,TRIP00000329,Pickup,FAC00015,"2022-01-05 17:00:00.000000","2022-01-05 18:29:11.431304",114,True,"Las Vegas",NV
EVT00000658,LOAD00000329,TRIP00000329,Delivery,FAC00024,"2022-01-07 19:17:11.431304","2022-01-08 01:00:46.459448",181,False,"New York",NY
EVT00000659,LOAD00000330,TRIP00000330,Pickup,FAC00024,"2022-01-05 12:00:00.000000","2022-01-05 11:33:14.558138",93,True,"Las Vegas",NV
EVT00000660,LOAD00000330,TRIP00000330,Delivery,FAC00035,"2022-01-06 07:33:14.558138","2022-01-06 07:07:02.576155",188,True,Dallas,TX
EVT00000661,LOAD00000331,TRIP00000331,Pickup,FAC00028,"2022-01-05 12:00:00.000000","2022-01-05 10:23:06.454435",146,True,Philadelphia,PA
EVT00000662,LOAD00000331,TRIP00000331,Delivery,FAC00004,"2022-01-06 04:23:06.454435","2022-01-06 07:14:23.322658",234,False,Minneapolis,MN
EVT00000663,LOAD00000332,TRIP00000332,Pickup,FAC00015,"2022-01-05 10:00:00.000000","2022-01-05 10:27:20.346959",17,True,Portland,OR
EVT00000664,LOAD00000332,TRIP00000332,Delivery,FAC00028,"2022-01-06 22:51:20.346959","2022-01-06 21:55:23.720572",105,True,Detroit,MI
EVT00000665,LOAD00000333,TRIP00000333,Pickup,FAC00026,"2022-01-05 17:00:00.000000","2022-01-05 16:13:24.406044",49,True,Minneapolis,MN
EVT00000666,LOAD00000333,TRIP00000333,Delivery,FAC00008,"2022-01-06 12:13:24.406044","2022-01-06 11:49:33.052707",45,True,Atlanta,GA
EVT00000667,LOAD00000334,TRIP00000334,Pickup,FAC00032,"2022-01-05 13:00:00.000000","2022-01-05 11:54:47.426368",177,True,Seattle,WA
EVT00000668,LOAD00000334,TRIP00000334,Delivery,FAC00048,"2022-01-07 04:48:47.426368","2022-01-07 10:10:58.333839",37,False,Houston,TX
EVT00000669,LOAD00000335,TRIP00000335,Pickup,FAC00047,"2022-01-05 09:00:00.000000","2022-01-05 12:38:48.743884",15,False,Minneapolis,MN
EVT00000670,LOAD00000335,TRIP00000335,Delivery,FAC00033,"2022-01-06 08:32:48.743884","2022-01-06 09:30:20.352165",0,True,Atlanta,GA
EVT00000671,LOAD00000336,TRIP00000336,Pickup,FAC00015,"2022-01-05 10:00:00.000000","2022-01-05 09:31:17.840045",11,True,"Las Vegas",NV
EVT00000672,LOAD00000336,TRIP00000336,Delivery,FAC00025,"2022-01-06 06:55:17.840045","2022-01-06 12:54:44.562299",154,False,Dallas,TX
EVT00000673,LOAD00000337,TRIP00000337,Pickup,FAC00031,"2022-01-05 08:00:00.000000","2022-01-05 06:53:08.576257",97,True,Charlotte,NC
EVT00000674,LOAD00000337,TRIP00000337,Delivery,FAC00002,"2022-01-07 06:05:08.576257","2022-01-07 09:37:18.717527",142,False,Seattle,WA
EVT00000675,LOAD00000338,TRIP00000338,Pickup,FAC00023,"2022-01-05 14:00:00.000000","2022-01-05 15:09:50.335382",91,True,Portland,OR
EVT00000676,LOAD00000338,TRIP00000338,Delivery,FAC00003,"2022-01-07 08:57:50.335382","2022-01-07 08:37:09.469699",78,True,Columbus,OH
EVT00000677,LOAD00000339,TRIP00000339,Pickup,FAC00006,"2022-01-05 15:00:00.000000","2022-01-05 17:55:53.238490",131,False,Houston,TX
EVT00000678,LOAD00000339,TRIP00000339,Delivery,FAC00021,"2022-01-06 18:49:53.238490","2022-01-06 20:17:09.324557",17,True,Detroit,MI
EVT00000679,LOAD00000340,TRIP00000340,Pickup,FAC00038,"2022-01-05 14:00:00.000000","2022-01-05 15:01:14.357495",74,True,Houston,TX
EVT00000680,LOAD00000340,TRIP00000340,Delivery,FAC00007,"2022-01-06 01:37:14.357495","2022-01-05 23:15:47.149311",99,False,Memphis,TN
EVT00000681,LOAD00000341,TRIP00000341,Pickup,FAC00018,"2022-01-05 16:00:00.000000","2022-01-05 16:19:28.547576",105,True,Chicago,IL
EVT00000682,LOAD00000341,TRIP00000341,Delivery,FAC00014,"2022-01-07 05:55:28.547576","2022-01-07 11:15:23.693034",174,False,Portland,OR
EVT00000683,LOAD00000342,TRIP00000342,Pickup,FAC00021,"2022-01-05 14:00:00.000000","2022-01-05 14:00:21.574361",67,True,Columbus,OH
EVT00000684,LOAD00000342,TRIP00000342,Delivery,FAC00049,"2022-01-06 01:42:21.574361","2022-01-05 22:54:48.553414",52,False,Minneapolis,MN
EVT00000685,LOAD00000343,TRIP00000343,Pickup,FAC00048,"2022-01-05 13:00:00.000000","2022-01-05 16:45:28.505287",15,False,"Las Vegas",NV
EVT00000686,LOAD00000343,TRIP00000343,Delivery,FAC00017,"2022-01-06 17:21:28.505287","2022-01-06 19:25:35.792649",181,False,"Kansas City",MO
EVT00000687,LOAD00000344,TRIP00000344,Pickup,FAC00029,"2022-01-05 18:00:00.000000","2022-01-05 16:18:57.657256",170,True,Memphis,TN
EVT00000688,LOAD00000344,TRIP00000344,Delivery,FAC00040,"2022-01-07 01:54:57.657256","2022-01-07 00:27:28.779212",54,True,"Los Angeles",CA
EVT00000689,LOAD00000345,TRIP00000345,Pickup,FAC00020,"2022-01-05 17:00:00.000000","2022-01-05 16:33:10.084797",79,True,Atlanta,GA
EVT00000690,LOAD00000345,TRIP00000345,Delivery,FAC00016,"2022-01-06 04:57:10.084797","2022-01-06 05:04:59.824439",213,True,Miami,FL
EVT00000691,LOAD00000346,TRIP00000346,Pickup,FAC00002,"2022-01-05 09:00:00.000000","2022-01-05 08:02:48.734510",163,True,Philadelphia,PA
EVT00000692,LOAD00000346,TRIP00000346,Delivery,FAC00011,"2022-01-05 09:44:48.734510","2022-01-05 15:23:07.914986",137,False,"New York",NY
EVT00000693,LOAD00000347,TRIP00000347,Pickup,FAC00034,"2022-01-05 13:00:00.000000","2022-01-05 16:54:15.523903",51,False,Chicago,IL
EVT00000694,LOAD00000347,TRIP00000347,Delivery,FAC00048,"2022-01-07 10:42:15.523903","2022-01-07 08:54:54.003542",164,True,"Los Angeles",CA
EVT00000695,LOAD00000348,TRIP00000348,Pickup,FAC00039,"2022-01-05 12:00:00.000000","2022-01-05 10:23:22.691432",13,True,Chicago,IL
EVT00000696,LOAD00000348,TRIP00000348,Delivery,FAC00040,"2022-01-05 22:41:22.691432","2022-01-05 22:26:42.396148",175,True,Charlotte,NC
